"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"07/28/1998","462.17","","934,568","","--","","--","","--","","4,315","","3,450","","131","","--","","0.00","","--","","246","","--",""
"07/29/1998","461.91","","931,720","","--","","--","","--","","4,238","","2,921","","120","","--","","0.00","","--","","219","","--",""
"07/30/1998","461.73","","929,755","","--","","--","","--","","4,271","","3,403","","123","","--","","0.00","","--","","232","","--",""
"07/31/1998","461.47","","926,917","","--","","--","","--","","4,279","","2,928","","80","","--","","0.00","","--","","263","","--",""
"08/01/1998","461.30","","925,061","","--","","--","","--","","4,224","","3,382","","94","","--","","0.00","","--","","254","","--",""
"08/02/1998","461.10","","922,878","","--","","--","","--","","4,214","","3,214","","101","","--","","0.00","","--","","261","","--",""
"08/03/1998","460.85","","920,157","","--","","--","","--","","4,313","","3,064","","123","","--","","0.00","","--","","270","","--",""
"08/04/1998","460.64","","917,877","","--","","--","","--","","4,259","","3,264","","155","","--","","0.00","","--","","275","","--",""
"08/05/1998","460.53","","916,683","","--","","--","","--","","4,284","","3,837","","155","","--","","0.00","","--","","273","","--",""
"08/06/1998","460.14","","912,448","","--","","--","","--","","4,466","","2,478","","147","","--","","0.00","","--","","267","","--",""
"08/07/1998","459.87","","909,524","","--","","--","","--","","4,436","","3,102","","140","","--","","0.00","","--","","263","","--",""
"08/08/1998","459.57","","906,284","","--","","--","","--","","4,348","","2,843","","129","","--","","0.00","","--","","254","","--",""
"08/09/1998","459.14","","901,639","","--","","--","","--","","4,324","","2,086","","104","","--","","0.00","","--","","250","","--",""
"08/10/1998","458.71","","897,011","","--","","--","","--","","4,351","","2,118","","100","","--","","0.00","","--","","261","","--",""
"08/11/1998","458.45","","894,218","","--","","--","","--","","4,340","","3,057","","125","","--","","0.00","","--","","254","","--",""
"08/12/1998","458.22","","891,748","","--","","--","","--","","4,208","","3,087","","124","","--","","0.00","","--","","254","","--",""
"08/13/1998","458.04","","889,814","","--","","--","","--","","4,342","","3,484","","117","","--","","0.00","","--","","268","","--",""
"08/14/1998","457.89","","888,209","","--","","--","","--","","4,071","","3,407","","146","","--","","0.00","","--","","267","","--",""
"08/15/1998","457.55","","884,575","","--","","--","","--","","4,295","","2,594","","131","","--","","0.00","","--","","256","","--",""
"08/16/1998","457.19","","880,728","","--","","--","","--","","4,347","","2,535","","127","","--","","0.00","","--","","253","","--",""
"08/17/1998","456.79","","876,465","","--","","--","","--","","4,465","","2,422","","106","","--","","0.00","","--","","248","","--",""
"08/18/1998","456.48","","873,170","","--","","--","","--","","4,352","","2,782","","92","","--","","0.00","","--","","233","","--",""
"08/19/1998","456.21","","870,300","","--","","--","","--","","4,343","","2,977","","81","","--","","0.00","","--","","237","","--",""
"08/20/1998","455.86","","866,588","","--","","--","","--","","4,353","","2,576","","95","","--","","0.00","","--","","245","","--",""
"08/21/1998","455.69","","864,790","","--","","--","","--","","3,676","","2,861","","91","","--","","0.00","","--","","240","","--",""
"08/22/1998","455.36","","861,301","","--","","--","","--","","4,771","","3,117","","105","","--","","0.00","","--","","244","","--",""
"08/23/1998","455.06","","858,129","","--","","--","","--","","4,481","","2,980","","98","","--","","0.00","","--","","244","","--",""
"08/24/1998","454.82","","855,603","","--","","--","","--","","4,207","","3,049","","115","","--","","0.00","","--","","246","","--",""
"08/25/1998","454.66","","853,920","","--","","--","","--","","3,692","","2,952","","108","","--","","0.00","","--","","215","","--",""
"08/26/1998","454.39","","851,082","","--","","--","","--","","4,169","","2,832","","94","","--","","0.00","","--","","250","","--",""
"08/27/1998","454.06","","847,612","","--","","--","","--","","4,623","","2,964","","90","","--","","0.00","","--","","244","","--",""
"08/28/1998","453.72","","844,054","","--","","--","","--","","4,543","","2,850","","101","","--","","0.00","","--","","256","","--",""
"08/29/1998","453.35","","840,187","","--","","--","","--","","4,515","","2,673","","107","","--","","0.00","","--","","250","","--",""
"08/30/1998","452.98","","836,321","","--","","--","","--","","4,352","","2,517","","114","","--","","0.00","","--","","256","","--",""
"08/31/1998","452.75","","833,931","","--","","--","","--","","4,079","","2,984","","110","","--","","0.00","","--","","--","","--",""
"09/01/1998","452.59","","832,268","","--","","--","","--","","4,324","","3,596","","110","","--","","0.00","","--","","--","","--",""
"09/02/1998","452.34","","829,670","","--","","--","","--","","4,144","","2,948","","113","","--","","0.00","","--","","--","","--",""
"09/03/1998","452.06","","826,760","","--","","--","","--","","4,192","","2,835","","110","","--","","0.00","","--","","--","","--",""
"09/04/1998","451.80","","824,070","","--","","--","","--","","4,438","","3,188","","106","","--","","0.00","","--","","--","","--",""
"09/05/1998","451.45","","820,454","","--","","--","","--","","4,206","","2,489","","106","","--","","0.00","","--","","--","","--",""
"09/06/1998","451.11","","816,941","","--","","--","","--","","4,449","","2,746","","68","","--","","0.04","","--","","--","","--",""
"09/07/1998","450.82","","813,956","","--","","--","","--","","4,425","","3,016","","95","","--","","0.10","","--","","233","","--",""
"09/08/1998","450.55","","811,183","","--","","--","","--","","3,805","","2,509","","102","","--","","0.00","","--","","225","","--",""
"09/09/1998","450.50","","810,670","","--","","--","","--","","2,394","","2,179","","44","","--","","0.08","","--","","198","","--",""
"09/10/1998","450.60","","811,697","","--","","--","","--","","2,584","","3,163","","61","","--","","0.00","","--","","201","","--",""
"09/11/1998","450.31","","808,719","","--","","--","","--","","4,180","","2,760","","82","","--","","0.00","","--","","215","","--",""
"09/12/1998","450.07","","806,254","","--","","--","","--","","4,244","","3,096","","95","","--","","0.00","","--","","223","","--",""
"09/13/1998","449.84","","803,902","","--","","--","","--","","4,255","","3,171","","102","","--","","0.00","","--","","239","","--",""
"09/14/1998","449.42","","799,615","","--","","--","","--","","4,289","","2,222","","95","","--","","0.00","","--","","--","","--",""
"09/15/1998","449.03","","795,634","","--","","--","","--","","4,229","","2,323","","101","","--","","0.00","","--","","221","","--",""
"09/16/1998","448.58","","791,068","","--","","--","","--","","4,318","","2,100","","84","","--","","0.00","","--","","219","","--",""
"09/17/1998","448.18","","787,012","","--","","--","","--","","4,372","","2,418","","91","","--","","0.00","","--","","215","","--",""
"09/18/1998","447.68","","781,961","","--","","--","","--","","4,262","","1,793","","77","","--","","0.00","","--","","211","","--",""
"09/19/1998","447.26","","777,729","","--","","--","","--","","4,271","","2,221","","83","","--","","0.00","","--","","209","","--",""
"09/20/1998","446.82","","773,307","","--","","--","","--","","4,262","","2,109","","77","","--","","0.00","","--","","204","","--",""
"09/21/1998","446.36","","768,702","","--","","--","","--","","4,281","","2,019","","60","","--","","0.00","","--","","--","","--",""
"09/22/1998","445.78","","762,910","","--","","--","","--","","4,820","","1,966","","66","","--","","0.00","","--","","--","","--",""
"09/23/1998","445.18","","756,943","","--","","--","","--","","4,846","","1,904","","66","","--","","0.00","","--","","--","","--",""
"09/24/1998","444.60","","751,200","","--","","--","","--","","4,831","","1,972","","36","","--","","0.00","","--","","196","","--",""
"09/25/1998","444.01","","745,369","","--","","--","","--","","4,835","","1,944","","49","","--","","0.00","","--","","193","","--",""
"09/26/1998","443.35","","738,887","","--","","--","","--","","4,862","","1,633","","39","","--","","0.00","","--","","178","","--",""
"09/27/1998","442.67","","732,230","","--","","--","","--","","4,882","","1,526","","0","","--","","0.03","","--","","163","","--",""
"09/28/1998","442.00","","725,692","","--","","--","","--","","4,901","","1,608","","3","","--","","0.02","","--","","--","","--",""
"09/29/1998","441.37","","719,583","","--","","--","","--","","4,735","","1,710","","55","","--","","0.00","","--","","157","","--",""
"09/30/1998","440.68","","712,912","","--","","--","","--","","4,775","","1,453","","42","","--","","0.00","","--","","158","","--",""
"10/01/1998","439.93","","705,690","","--","","--","","--","","4,290","","691","","42","","--","","0.00","","--","","156","","--",""
"10/02/1998","439.27","","699,373","","--","","--","","--","","3,743","","602","","44","","--","","0.00","","--","","163","","--",""
"10/03/1998","438.79","","694,793","","--","","--","","--","","3,180","","912","","41","","--","","0.00","","--","","171","","--",""
"10/04/1998","438.39","","690,991","","--","","--","","--","","2,926","","1,062","","54","","--","","0.00","","--","","173","","--",""
"10/05/1998","438.06","","687,854","","--","","--","","--","","2,705","","1,187","","63","","--","","0.00","","--","","178","","--",""
"10/06/1998","437.66","","684,075","","--","","--","","--","","2,938","","1,105","","72","","--","","0.00","","--","","181","","--",""
"10/07/1998","437.21","","679,827","","--","","--","","--","","2,891","","813","","63","","--","","0.00","","--","","182","","--",""
"10/08/1998","436.83","","676,251","","--","","--","","--","","2,429","","676","","50","","--","","0.00","","--","","177","","--",""
"10/09/1998","436.66","","674,658","","--","","--","","--","","1,931","","1,165","","37","","--","","0.00","","--","","179","","--",""
"10/10/1998","436.39","","672,128","","--","","--","","--","","2,021","","792","","47","","--","","0.00","","--","","176","","--",""
"10/11/1998","436.09","","669,316","","--","","--","","--","","2,251","","883","","50","","--","","0.00","","--","","173","","--",""
"10/12/1998","435.79","","666,518","","--","","--","","--","","2,249","","894","","56","","--","","0.00","","--","","172","","--",""
"10/13/1998","435.45","","663,353","","--","","--","","--","","2,281","","722","","37","","--","","0.00","","--","","177","","--",""
"10/14/1998","435.22","","661,213","","--","","--","","--","","2,236","","1,188","","31","","--","","0.00","","--","","160","","--",""
"10/15/1998","434.88","","658,056","","--","","--","","--","","2,179","","619","","31","","--","","0.00","","--","","158","","--",""
"10/16/1998","434.58","","655,284","","--","","--","","--","","2,202","","863","","58","","--","","0.00","","--","","163","","--",""
"10/17/1998","434.31","","652,789","","--","","--","","--","","2,222","","1,026","","61","","--","","0.00","","--","","172","","--",""
"10/18/1998","433.93","","649,283","","--","","--","","--","","2,483","","783","","67","","--","","0.00","","--","","181","","--",""
"10/19/1998","433.62","","646,440","","--","","--","","--","","2,302","","920","","52","","--","","0.00","","--","","180","","--",""
"10/20/1998","433.36","","643,500","","--","","--","","--","","2,043","","893","","52","","--","","0.00","","--","","167","","--",""
"10/21/1998","433.04","","641,121","","--","","--","","--","","2,219","","794","","55","","--","","0.00","","--","","176","","--",""
"10/22/1998","432.60","","637,113","","--","","--","","--","","2,537","","564","","49","","--","","0.00","","--","","176","","--",""
"10/23/1998","432.30","","634,382","","--","","--","","--","","2,232","","894","","39","","--","","0.00","","--","","153","","--",""
"10/24/1998","432.16","","633,108","","--","","--","","--","","1,847","","1,244","","39","","--","","0.00","","--","","120","","--",""
"10/25/1998","431.94","","631,109","","--","","--","","--","","2,173","","1,165","","0","","--","","0.80","","--","","121","","--",""
"10/26/1998","431.62","","628,218","","--","","--","","--","","2,197","","772","","33","","--","","0.00","","--","","113","","--",""
"10/27/1998","431.30","","625,326","","--","","--","","--","","2,363","","947","","42","","--","","0.00","","--","","108","","--",""
"10/28/1998","430.99","","622,526","","--","","--","","--","","2,338","","953","","27","","--","","0.00","","--","","113","","--",""
"10/29/1998","430.51","","618,223","","--","","--","","--","","2,635","","477","","12","","--","","0.00","","--","","113","","--",""
"10/30/1998","430.24","","615,802","","--","","--","","--","","2,063","","869","","27","","--","","0.00","","--","","121","","--",""
"10/31/1998","430.02","","613,829","","--","","--","","--","","2,273","","1,308","","30","","--","","0.00","","--","","122","","--",""
"11/01/1998","429.76","","611,515","","--","","--","","--","","2,342","","1,205","","30","","--","","0.00","","--","","109","","--",""
